,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
198,False,ZTF21aakycwo,No Classification,SN Ia,0.418,0.14,0.346,0.096,SNIa,0.436,0.18,0.268,0.116,No Redshift
199,False,ZTF21aaqmhdy,No Classification,SN Ia,0.448,0.184,0.273,0.095,SNIa,0.324,0.224,0.3,0.152,No Redshift
200,False,ZTF21aayrwvr,No Classification,SN II,0.248,0.298,0.277,0.177,SNIa,0.352,0.228,0.206,0.214,No Redshift
201,False,ZTF21aamxdns,No Classification,SN Ia,0.337,0.307,0.176,0.18,SNIa,0.348,0.226,0.304,0.122,No Redshift
202,False,ZTF21aakygxl,No Classification,SN II,0.274,0.296,0.242,0.188,SNIbc,0.308,0.204,0.318,0.17,No Redshift
203,False,ZTF21aaxwnxl,Object Not Found,SN Ia,0.412,0.151,0.303,0.134,SNIa,0.428,0.172,0.228,0.172,No Redshift
204,False,ZTF20abeghex,Object Not Found,SN Ia,0.356,0.205,0.304,0.135,SNIbc,0.286,0.226,0.38,0.108,No Redshift
205,False,ZTF21aaztoao,Object Not Found,SN II,0.115,0.395,0.383,0.107,SNIbc,0.254,0.282,0.316,0.148,No Redshift
206,False,ZTF21aakcslj,Object Not Found,SN II,0.181,0.406,0.264,0.149,SNIbc,0.266,0.244,0.368,0.122,No Redshift
207,False,ZTF20aabhyyt,Object Not Found,SN II,0.096,0.386,0.21,0.308,SNIbc,0.228,0.254,0.332,0.186,No Redshift
208,False,ZTF21aaawdew,Object Not Found,SN II,0.277,0.324,0.152,0.247,SNIa,0.304,0.234,0.228,0.234,No Redshift
209,False,ZTF21aaldxgp,Object Not Found,SN Ib/c,0.315,0.22,0.38,0.085,SNIbc,0.288,0.182,0.44,0.09,No Redshift
210,False,ZTF20aalalel,Object Not Found,SN Ib/c,0.348,0.206,0.369,0.077,SNIbc,0.284,0.262,0.318,0.136,No Redshift
211,False,ZTF21aajevjg,No Classification,SN Ia,0.425,0.129,0.326,0.12,SNIa,0.378,0.174,0.342,0.106,No Redshift
212,False,ZTF21aabybpm,No Classification,SN Ia,0.511,0.16,0.24,0.089,SNIa,0.396,0.186,0.28,0.138,No Redshift
213,False,ZTF21aarpegb,Object Not Found,SN II,0.098,0.443,0.132,0.327,SNII,0.238,0.32,0.212,0.23,0.097062
214,False,ZTF20acxtgek,SN II,SN Ib/c,0.115,0.269,0.507,0.109,SNIbc,0.296,0.218,0.352,0.134,0.021595
215,False,ZTF20ablwerd,No Classification,SN Ia,0.344,0.301,0.283,0.072,SNII,0.254,0.288,0.248,0.21,No Redshift
216,False,ZTF21aabvbkq,No Classification,SN Ia,0.338,0.185,0.255,0.222,SNIa,0.422,0.16,0.294,0.124,No Redshift
217,False,ZTF21aarzalr,No Classification,SN Ia,0.289,0.224,0.252,0.235,SNIa,0.356,0.176,0.264,0.204,No Redshift
218,False,ZTF21aagupry,No Classification,SN Ib/c,0.136,0.242,0.572,0.05,SNIbc,0.29,0.234,0.392,0.084,0.0482
219,False,ZTF21aarmtbi,No Classification,SN Ia,0.468,0.137,0.262,0.133,SNIa,0.342,0.24,0.234,0.184,No Redshift
220,False,ZTF21aaztahe,Object Not Found,SN II,0.163,0.365,0.308,0.164,SNIbc,0.302,0.222,0.352,0.124,No Redshift
221,False,ZTF21aalokwd,Object Not Found,SN Ib/c,0.201,0.323,0.364,0.112,SNIbc,0.29,0.232,0.292,0.186,No Redshift
222,False,ZTF21aahdryk,No Classification,SN Ia,0.468,0.164,0.239,0.129,SNIa,0.42,0.158,0.29,0.132,0.110897
223,False,ZTF21aaquyqa,No Classification,SLSN,0.114,0.289,0.225,0.372,SNIbc,0.192,0.258,0.3,0.25,No Redshift
224,False,ZTF21aafdvxz,SN II,SN Ib/c,0.14,0.183,0.503,0.174,SNIbc,0.316,0.152,0.4,0.132,0.05
225,False,ZTF21aaqzojp,No Classification,SN Ia,0.489,0.204,0.229,0.078,SNIa,0.374,0.218,0.28,0.128,0.07836
226,False,ZTF19abzjnuf,Object Not Found,SN II,0.106,0.391,0.283,0.22,SNIbc,0.196,0.268,0.342,0.194,No Redshift
227,False,ZTF21aaqgbxi,No Classification,SN Ia,0.378,0.149,0.364,0.109,SNIa,0.372,0.196,0.294,0.138,No Redshift
228,False,ZTF21aaoaxak,No Classification,SN Ia,0.417,0.143,0.288,0.152,SNIa,0.394,0.178,0.3,0.128,0.1216
229,False,ZTF21aahgrmw,No Classification,SN Ib/c,0.283,0.235,0.322,0.16,SNIa,0.328,0.22,0.272,0.18,No Redshift
230,False,ZTF21aaexknb,No Classification,SLSN,0.139,0.355,0.122,0.384,SNIbc,0.232,0.262,0.262,0.244,No Redshift
231,False,ZTF21aalxupy,No Classification,SN Ia,0.614,0.119,0.142,0.125,SNIa,0.366,0.19,0.224,0.22,No Redshift
232,False,ZTF21abbliav,SN Ia,SN Ia,0.381,0.195,0.352,0.072,SNIa,0.322,0.224,0.248,0.206,0.049
233,False,ZTF21aanyjnr,Object Not Found,SN Ia,0.359,0.178,0.358,0.105,SNIa,0.424,0.12,0.33,0.126,No Redshift
234,False,ZTF21aahnkrs,No Classification,SN II,0.183,0.438,0.281,0.098,SLSN,0.238,0.264,0.216,0.282,1.775
235,False,ZTF21aaquyuc,Object Not Found,SN II,0.069,0.52,0.146,0.265,SNIbc,0.234,0.26,0.346,0.16,No Redshift
236,False,ZTF21aarpmwd,Object Not Found,SN Ia,0.346,0.206,0.333,0.115,SNIa,0.396,0.162,0.324,0.118,0.125893
237,False,ZTF21aafkphe,No Classification,SLSN,0.161,0.321,0.176,0.342,SNIa,0.258,0.236,0.258,0.248,No Redshift
238,False,ZTF18aajimzr,No Classification,SN II,0.298,0.361,0.14,0.201,SNIa,0.316,0.23,0.238,0.216,0.090599
239,False,ZTF21aaolwkj,No Classification,SN Ib/c,0.272,0.193,0.39,0.145,SNIbc,0.324,0.198,0.336,0.142,No Redshift
240,False,ZTF21aarrvrr,Object Not Found,SN Ib/c,0.329,0.147,0.402,0.122,SNIa,0.356,0.186,0.294,0.164,No Redshift
241,False,ZTF21aardvor,Object Not Found,SN Ib/c,0.316,0.169,0.368,0.147,SNIa,0.36,0.194,0.282,0.164,No Redshift
242,False,ZTF21aapwakp,No Classification,SN Ia,0.468,0.143,0.246,0.143,SNIa,0.358,0.194,0.27,0.178,No Redshift
243,False,ZTF20aankbyc,Object Not Found,SN Ib/c,0.301,0.222,0.334,0.143,SNIa,0.346,0.19,0.292,0.172,0.138104
244,False,ZTF21aalokux,Object Not Found,SN Ia,0.536,0.131,0.256,0.077,SNIa,0.312,0.196,0.306,0.186,No Redshift
245,False,ZTF21aalyubu,No Classification,SLSN,0.023,0.159,0.048,0.77,SLSN,0.152,0.21,0.156,0.482,No Redshift
246,False,ZTF21aalqhje,Object Not Found,SN Ia,0.38,0.171,0.36,0.089,SNIbc,0.386,0.132,0.388,0.094,No Redshift
247,False,ZTF21aaxzczy,SN Ia,SN Ia,0.541,0.127,0.293,0.039,SNIa,0.424,0.146,0.342,0.088,0.06
248,False,ZTF21aapkcwh,No Classification,SN Ia,0.711,0.086,0.161,0.042,SNIa,0.462,0.158,0.29,0.09,0.10888
249,False,ZTF21aasrdct,Object Not Found,SN Ia,0.347,0.2,0.291,0.162,SNIa,0.388,0.202,0.28,0.13,0.08065
250,False,ZTF21aaebkmj,SN Ia,SN Ia,0.521,0.127,0.262,0.09,SNIa,0.39,0.19,0.28,0.14,0.11
251,False,ZTF21aaaelsm,No Classification,SN Ib/c,0.266,0.252,0.32,0.162,SNIbc,0.284,0.212,0.298,0.206,No Redshift
252,False,ZTF19abgctwd,Object Not Found,SN Ib/c,0.263,0.219,0.384,0.134,SNIbc,0.292,0.204,0.38,0.124,No Redshift
253,False,ZTF19aaeehti,Object Not Found,SN Ib/c,0.218,0.251,0.451,0.08,SNIbc,0.258,0.236,0.368,0.138,No Redshift
254,False,ZTF21aalokvu,Object Not Found,SN Ia,0.504,0.136,0.27,0.09,SNIa,0.342,0.186,0.318,0.154,No Redshift
255,False,ZTF21aasjqhm,No Classification,SN Ib/c,0.332,0.192,0.34,0.136,SNIa,0.362,0.164,0.29,0.184,No Redshift
256,False,ZTF21aahgvie,No Classification,SN Ib/c,0.223,0.215,0.519,0.043,SNIbc,0.358,0.166,0.374,0.102,No Redshift
257,False,ZTF21aajtfas,Object Not Found,SN Ia,0.493,0.153,0.275,0.079,SNIa,0.442,0.142,0.282,0.134,0.11341
258,False,ZTF21aarigez,No Classification,SN Ib/c,0.292,0.227,0.312,0.169,SNIa,0.346,0.218,0.266,0.17,No Redshift
259,False,ZTF21aanqndm,Object Not Found,SN Ib/c,0.267,0.277,0.29,0.166,SNIbc,0.304,0.254,0.316,0.126,0.013379
260,False,ZTF21aapkbeu,No Classification,SLSN,0.104,0.364,0.109,0.423,SNII,0.236,0.282,0.228,0.254,0.053712
261,False,ZTF21aabyqok,No Classification,SN Ib/c,0.326,0.194,0.344,0.136,SNIa,0.352,0.176,0.284,0.188,0.11346
262,False,ZTF21aaqvmix,SN Ia,SN Ia,0.413,0.199,0.254,0.134,SNIa,0.446,0.182,0.268,0.104,0.034
263,False,ZTF21aalotch,Object Not Found,SN Ia,0.392,0.183,0.355,0.07,SNIa,0.334,0.228,0.29,0.148,No Redshift
264,False,ZTF21aagvckc,No Classification,SN Ia,0.342,0.26,0.281,0.117,SNIbc,0.312,0.216,0.318,0.154,No Redshift
265,False,ZTF18abvejqt,SN II,SLSN,0.052,0.245,0.093,0.61,SNIbc,0.212,0.214,0.328,0.246,0.05
266,False,ZTF21aakljvi,No Classification,SN Ia,0.283,0.282,0.222,0.213,SNIa,0.364,0.216,0.304,0.116,No Redshift
267,False,ZTF21aapllew,No Classification,SN Ib/c,0.339,0.226,0.381,0.054,SNIbc,0.336,0.16,0.406,0.098,No Redshift
268,False,ZTF21aaqqjyd,No Classification,SN Ia,0.504,0.138,0.244,0.114,SNIa,0.386,0.206,0.312,0.096,0.037889
269,False,ZTF21aadayhr,Object Not Found,SN Ia,0.297,0.198,0.22,0.285,SNIbc,0.238,0.28,0.314,0.168,No Redshift
270,False,ZTF21aagofnn,SN Ia,SN Ib/c,0.31,0.212,0.416,0.062,SNIa,0.336,0.212,0.294,0.158,0.06
271,False,ZTF21aaoofjy,No Classification,SN Ia,0.596,0.103,0.197,0.104,SNIa,0.438,0.156,0.272,0.134,No Redshift
272,False,ZTF21aaqypsg,Object Not Found,SN Ia,0.496,0.113,0.291,0.1,SNIa,0.426,0.16,0.296,0.118,No Redshift
273,False,ZTF20actkuir,No Classification,SLSN,0.074,0.35,0.109,0.467,SLSN,0.21,0.272,0.208,0.31,No Redshift
274,False,ZTF21aamfkma,No Classification,SN II,0.079,0.55,0.149,0.222,SLSN,0.132,0.324,0.194,0.35,No Redshift
275,False,ZTF21aawgyly,No Classification,SN Ia,0.341,0.229,0.239,0.191,SNIa,0.342,0.212,0.236,0.21,0.137469
276,False,ZTF21aaxlbad,SN Ia,SN Ia,0.678,0.082,0.106,0.134,SNIa,0.394,0.164,0.218,0.224,0.09
277,False,ZTF21aakocqe,Object Not Found,SN Ib/c,0.291,0.181,0.441,0.087,SNIbc,0.364,0.154,0.378,0.104,No Redshift
278,False,ZTF21aabyqkf,No Classification,SN Ib/c,0.235,0.229,0.351,0.185,SNIbc,0.29,0.184,0.336,0.19,No Redshift
279,False,ZTF21aahjlqc,No Classification,SLSN,0.112,0.196,0.162,0.53,SNIbc,0.256,0.196,0.332,0.216,No Redshift
280,False,ZTF21aarffuz,Object Not Found,SN Ia,0.371,0.232,0.243,0.154,SNIbc,0.33,0.17,0.36,0.14,No Redshift
281,False,ZTF21aajxuxy,Object Not Found,SN II,0.157,0.345,0.166,0.332,SNIbc,0.228,0.27,0.294,0.208,No Redshift
282,False,ZTF21aarhgkq,No Classification,SN II,0.216,0.397,0.16,0.227,SNII,0.234,0.324,0.224,0.218,0.064186
283,False,ZTF20acpmtjf,Object Not Found,SN Ib/c,0.292,0.275,0.366,0.067,SNIbc,0.308,0.238,0.37,0.084,No Redshift
284,False,ZTF21aapondh,No Classification,SN Ib/c,0.204,0.19,0.541,0.065,SNIbc,0.302,0.188,0.366,0.144,No Redshift
285,False,ZTF21aaowecs,Object Not Found,SN Ib/c,0.292,0.198,0.334,0.176,SNIbc,0.342,0.174,0.384,0.1,No Redshift
286,False,ZTF21aaobnyh,No Classification,SN Ia,0.314,0.247,0.306,0.133,SNIbc,0.28,0.206,0.344,0.17,No Redshift
287,False,ZTF21aabkyvc,SN II,SN Ia,0.406,0.18,0.258,0.156,SNIa,0.312,0.218,0.29,0.18,0.074
288,False,ZTF21aayebcv,Object Not Found,SN II,0.258,0.277,0.269,0.196,SNIa,0.348,0.254,0.192,0.206,No Redshift
289,False,ZTF21aaldwsp,No Classification,SN Ia,0.359,0.128,0.332,0.181,SNIa,0.38,0.146,0.3,0.174,No Redshift
290,False,ZTF18aawfofp,SN Ia,SN Ia,0.517,0.131,0.295,0.057,SNIa,0.4,0.19,0.286,0.124,0.033296
291,False,ZTF21aapeiov,No Classification,SN Ia,0.51,0.14,0.296,0.054,SNIa,0.412,0.166,0.318,0.104,No Redshift
292,False,ZTF20acytgxf,SN II,SN II,0.163,0.422,0.377,0.038,SNIbc,0.24,0.296,0.312,0.152,0.022
293,False,ZTF21aalghvb,Object Not Found,SN Ia,0.431,0.126,0.327,0.116,SNIa,0.418,0.19,0.258,0.134,No Redshift
294,False,ZTF21aahhibk,Object Not Found,SN Ib/c,0.308,0.23,0.387,0.075,SNIbc,0.314,0.188,0.38,0.118,No Redshift
295,False,ZTF21aawckpe,SN Ia,SN Ia,0.559,0.095,0.317,0.029,SNIa,0.426,0.208,0.298,0.068,0.047
296,False,ZTF20acpndgt,No Classification,SN II,0.077,0.454,0.146,0.323,SNII,0.2,0.296,0.242,0.262,No Redshift
297,False,ZTF21aalouyg,Object Not Found,SN Ia,0.475,0.122,0.33,0.073,SNIa,0.334,0.21,0.298,0.158,No Redshift
298,False,ZTF20abfcszi,TDE,SLSN,0.142,0.214,0.082,0.562,SLSN,0.164,0.258,0.112,0.466,0.07
299,False,ZTF18acsakrs,Object Not Found,SN II,0.164,0.443,0.213,0.18,SNIbc,0.218,0.29,0.344,0.148,No Redshift
300,False,ZTF21aalotve,Object Not Found,SN Ib/c,0.235,0.234,0.461,0.07,SNIa,0.322,0.236,0.296,0.146,No Redshift
301,False,ZTF21aasztrl,No Classification,SN II,0.347,0.357,0.2,0.096,SNIa,0.298,0.28,0.254,0.168,-0.000962
302,False,ZTF21aaqwoim,No Classification,SN Ia,0.569,0.13,0.202,0.099,SNIa,0.358,0.17,0.252,0.22,0.12071
303,False,ZTF21aapfmek,No Classification,SN Ib/c,0.282,0.193,0.468,0.057,SNIbc,0.364,0.174,0.396,0.066,0.056706
304,False,ZTF21aaphssg,No Classification,SN Ib/c,0.318,0.154,0.345,0.183,SNIa,0.382,0.174,0.27,0.174,0.172069
305,False,ZTF21aalommt,Object Not Found,SN Ib/c,0.271,0.292,0.305,0.132,SNIbc,0.318,0.174,0.386,0.122,No Redshift
306,False,ZTF20acyrlyj,No Classification,SLSN,0.051,0.388,0.081,0.48,SLSN,0.15,0.344,0.142,0.364,No Redshift
307,False,ZTF21aaabdaf,Object Not Found,SN Ia,0.43,0.22,0.226,0.124,SNIa,0.346,0.2,0.258,0.196,No Redshift
308,False,ZTF18aarunub,SN Ia,SN Ia,0.327,0.243,0.283,0.147,SNIa,0.406,0.158,0.34,0.096,0.0291
309,False,ZTF21aagkvqa,SN Ia,SN Ib/c,0.345,0.204,0.408,0.043,SNIbc,0.38,0.168,0.382,0.07,0.06
310,False,ZTF21aapfhzd,Object Not Found,SN Ia,0.462,0.122,0.291,0.125,SNIa,0.368,0.152,0.324,0.156,No Redshift
311,False,ZTF18accxqyh,Object Not Found,SN II,0.103,0.499,0.115,0.283,SNII,0.204,0.332,0.29,0.174,No Redshift
312,False,ZTF21aareahm,Object Not Found,SN Ia,0.34,0.218,0.191,0.251,SNIa,0.302,0.208,0.242,0.248,No Redshift
313,False,ZTF21aardvol,No Classification,SN Ib/c,0.179,0.221,0.524,0.076,SNIbc,0.236,0.218,0.35,0.196,No Redshift
314,False,ZTF18aaixjrc,No Classification,SN Ia,0.372,0.215,0.224,0.189,SNIa,0.29,0.26,0.226,0.224,No Redshift
315,False,ZTF21aalpbiu,Object Not Found,SLSN,0.252,0.255,0.201,0.292,SNIbc,0.294,0.198,0.33,0.178,No Redshift
316,False,ZTF21aadmanb,Object Not Found,SN II,0.106,0.46,0.182,0.252,SNIbc,0.246,0.23,0.316,0.208,No Redshift
317,False,ZTF21aamayom,No Classification,SN Ia,0.437,0.201,0.275,0.087,SNIa,0.416,0.186,0.286,0.112,0.03896
318,False,ZTF20acpbdvm,SN II,SN II,0.023,0.48,0.045,0.452,SNII,0.148,0.35,0.216,0.286,0.07389
319,False,ZTF21aawnbom,No Classification,SN Ia,0.445,0.155,0.291,0.109,SNIa,0.348,0.226,0.274,0.152,No Redshift
320,False,ZTF21aaoeqzs,Object Not Found,SN Ib/c,0.218,0.256,0.395,0.131,SNIbc,0.304,0.212,0.378,0.106,No Redshift
321,False,ZTF21aawrgxt,No Classification,SN Ia,0.381,0.187,0.294,0.138,SNIa,0.384,0.188,0.288,0.14,0.109287
322,False,ZTF21aarrztl,Object Not Found,SN Ib/c,0.259,0.25,0.348,0.143,SNIa,0.352,0.208,0.258,0.182,No Redshift
323,False,ZTF20acvyrjq,Object Not Found,SN Ib/c,0.207,0.32,0.357,0.116,SNII,0.214,0.338,0.336,0.112,No Redshift
324,False,ZTF21aaxsnvk,SN Ia,SN Ia,0.553,0.144,0.246,0.057,SNIa,0.35,0.22,0.32,0.11,0.034477
325,False,ZTF21aaphgph,No Classification,SN Ia,0.381,0.196,0.35,0.073,SNIbc,0.316,0.214,0.328,0.142,0.075622
326,False,ZTF21aahhegg,Object Not Found,SN Ib/c,0.329,0.201,0.34,0.13,SNIa,0.392,0.234,0.27,0.104,No Redshift
327,False,ZTF21aahhmev,No Classification,SN Ia,0.32,0.276,0.241,0.163,SNIa,0.314,0.224,0.266,0.196,No Redshift
328,False,ZTF20acjpvyd,SN IIb,SN II,0.146,0.446,0.233,0.175,SNII,0.194,0.33,0.298,0.178,0.01
329,False,ZTF21aauuybx,TDE,SN Ia,0.391,0.176,0.252,0.181,SNIa,0.332,0.18,0.29,0.198,0.153
330,False,ZTF21aaxzcri,No Classification,SN Ib/c,0.348,0.206,0.39,0.056,SNIa,0.434,0.186,0.31,0.07,No Redshift
331,False,ZTF21aapfowm,No Classification,SN Ia,0.741,0.079,0.125,0.055,SNIa,0.504,0.154,0.246,0.096,No Redshift
332,False,ZTF21aaoaycl,No Classification,SN Ia,0.38,0.214,0.198,0.208,SNIa,0.324,0.194,0.294,0.188,No Redshift
333,False,ZTF21aagmrly,No Classification,SN Ia,0.41,0.24,0.289,0.061,SNIa,0.432,0.136,0.354,0.078,0.132535
334,False,ZTF21aacwleg,SN II,SN Ib/c,0.322,0.124,0.474,0.08,SNIa,0.4,0.184,0.318,0.098,0.03
335,False,ZTF21aahbatg,No Classification,SN Ia,0.357,0.191,0.22,0.232,SNIa,0.286,0.22,0.242,0.252,No Redshift
336,False,ZTF21aaphkdc,No Classification,SN Ia,0.473,0.144,0.281,0.102,SNIa,0.306,0.248,0.256,0.19,0.470275
337,False,ZTF21aaphjyn,CV,SN Ib/c,0.357,0.186,0.413,0.044,SNIa,0.42,0.164,0.358,0.058,No Redshift
338,False,ZTF18aafzcbw,No Classification,SN Ia,0.315,0.249,0.296,0.14,SNIbc,0.266,0.256,0.28,0.198,0.153623
339,False,ZTF21aanihqa,Object Not Found,SN Ib/c,0.291,0.214,0.344,0.151,SNIa,0.286,0.264,0.262,0.188,No Redshift
340,False,ZTF21aagzgsv,Object Not Found,SN Ib/c,0.325,0.16,0.372,0.143,SNIa,0.352,0.214,0.294,0.14,No Redshift
341,False,ZTF21aaphjns,No Classification,SN Ib/c,0.212,0.328,0.393,0.067,SNIbc,0.276,0.228,0.414,0.082,0.069431
342,False,ZTF19aamtwiz,SN II,SN II,0.036,0.713,0.076,0.175,SNII,0.15,0.426,0.214,0.21,0.04468
343,False,ZTF21aaadamr,No Classification,SN Ia,0.395,0.215,0.244,0.146,SNIa,0.356,0.178,0.324,0.142,No Redshift
344,False,ZTF21aaldqxj,No Classification,SN Ia,0.368,0.275,0.221,0.136,SNIa,0.366,0.156,0.276,0.202,No Redshift
345,False,ZTF21aabdbez,No Classification,SN Ia,0.717,0.084,0.155,0.044,SNIa,0.44,0.182,0.28,0.098,No Redshift
346,False,ZTF21aauvmiz,No Classification,SN Ia,0.567,0.095,0.233,0.105,SNIa,0.428,0.154,0.232,0.186,No Redshift
347,False,ZTF21aafdnje,No Classification,SN Ia,0.356,0.214,0.182,0.248,SNIa,0.342,0.242,0.27,0.146,0.038637
348,False,ZTF21aapkcmr,No Classification,SN II,0.246,0.4,0.304,0.05,SNIbc,0.174,0.308,0.36,0.158,0.030608
349,False,ZTF21aaoijsw,Object Not Found,SN Ib/c,0.345,0.182,0.389,0.084,SNIa,0.408,0.184,0.31,0.098,No Redshift
350,False,ZTF21aalgiht,No Classification,SN Ib/c,0.201,0.224,0.447,0.128,SNIbc,0.288,0.202,0.356,0.154,No Redshift
351,False,ZTF20acwobku,SN IIn,SN II,0.15,0.463,0.22,0.167,SNIa,0.31,0.286,0.252,0.152,0.035
352,False,ZTF21aaxnrap,Object Not Found,SN Ib/c,0.225,0.337,0.371,0.067,SNIbc,0.25,0.258,0.324,0.168,No Redshift
353,False,ZTF18aauzldt,No Classification,SN Ia,0.308,0.213,0.288,0.191,SNIa,0.312,0.214,0.284,0.19,No Redshift
354,False,ZTF21aardzhu,No Classification,SN Ia,0.581,0.124,0.223,0.072,SNIa,0.428,0.166,0.256,0.15,No Redshift
355,False,ZTF21aadtkki,SN Ia,SN Ia,0.464,0.148,0.171,0.217,SNIa,0.34,0.146,0.264,0.25,0.045
356,False,ZTF21aagwgol,Object Not Found,SN Ib/c,0.284,0.217,0.365,0.134,SNIa,0.336,0.21,0.288,0.166,No Redshift
357,False,ZTF21aaxzddb,No Classification,SN Ib/c,0.34,0.172,0.398,0.09,SNIa,0.368,0.182,0.31,0.14,No Redshift
358,False,ZTF21aagyclm,Object Not Found,SN Ib/c,0.366,0.172,0.435,0.027,SNIbc,0.35,0.15,0.402,0.098,No Redshift
359,False,ZTF21aawszej,No Classification,SN Ia,0.485,0.145,0.237,0.133,SNIa,0.378,0.186,0.296,0.14,No Redshift
360,False,ZTF21aaphskp,No Classification,SN Ia,0.64,0.107,0.188,0.065,SNIa,0.398,0.184,0.264,0.154,No Redshift
361,False,ZTF21aardtpp,No Classification,SN Ia,0.391,0.165,0.34,0.104,SNIbc,0.34,0.188,0.368,0.104,No Redshift
362,False,ZTF21aaqzsih,No Classification,SN Ia,0.459,0.16,0.227,0.154,SNIa,0.352,0.226,0.248,0.174,No Redshift
363,False,ZTF18aaexyql,No Classification,SN Ib/c,0.305,0.208,0.423,0.064,SNIa,0.336,0.23,0.324,0.11,0.09016
364,False,ZTF21aaqirjo,Object Not Found,SN Ib/c,0.239,0.221,0.45,0.09,SNIbc,0.276,0.258,0.312,0.154,No Redshift
365,False,ZTF21aawtaxi,No Classification,SN Ia,0.496,0.136,0.255,0.113,SNIa,0.374,0.154,0.292,0.18,No Redshift
366,False,ZTF21aahfbhl,Object Not Found,SN Ia,0.409,0.204,0.227,0.16,SNIa,0.344,0.186,0.302,0.168,No Redshift
367,False,ZTF21aaxwmty,No Classification,SN Ia,0.403,0.196,0.284,0.117,SNIa,0.43,0.178,0.218,0.174,No Redshift
368,False,ZTF20aaowbne,No Classification,SN Ia,0.364,0.244,0.295,0.097,SNIa,0.33,0.238,0.28,0.152,0.109734
369,False,ZTF21aafmiiu,Object Not Found,SN Ia,0.457,0.129,0.248,0.166,SNIa,0.394,0.13,0.344,0.132,No Redshift
370,False,ZTF21aagyclx,No Classification,SN Ib/c,0.289,0.267,0.321,0.123,SNIa,0.36,0.206,0.314,0.12,0.10036
371,False,ZTF20acvezdt,SN II,SLSN,0.009,0.092,0.024,0.875,SLSN,0.12,0.178,0.178,0.524,0.0289169997
372,False,ZTF21aaadtpw,Object Not Found,SN Ib/c,0.341,0.228,0.364,0.067,SNIbc,0.292,0.294,0.308,0.106,No Redshift
373,False,ZTF21aaifuub,No Classification,SN Ib/c,0.267,0.221,0.398,0.114,SNIbc,0.286,0.178,0.316,0.22,No Redshift
374,False,ZTF21aarndkw,No Classification,SN Ia,0.314,0.228,0.282,0.176,SNIa,0.388,0.186,0.258,0.168,No Redshift
375,False,ZTF21aacfvpg,No Classification,SN Ia,0.502,0.167,0.233,0.098,SNIa,0.412,0.146,0.322,0.12,0.08478
376,False,ZTF21aakhsxq,No Classification,SN Ib/c,0.245,0.21,0.321,0.224,SNIa,0.314,0.176,0.3,0.21,0.061283
377,False,ZTF21aasttsm,Object Not Found,SN Ia,0.377,0.231,0.268,0.124,SNIa,0.372,0.226,0.244,0.158,No Redshift
378,False,ZTF18aawjhmu,No Classification,SN Ia,0.454,0.137,0.262,0.147,SNIa,0.356,0.216,0.284,0.144,No Redshift
379,False,ZTF21aatkxqb,Object Not Found,SN Ib/c,0.279,0.259,0.4,0.062,SNIa,0.332,0.256,0.316,0.096,No Redshift
380,False,ZTF21aaevelb,No Classification,SN Ia,0.39,0.206,0.279,0.125,SNIbc,0.356,0.164,0.382,0.098,No Redshift
381,False,ZTF21aaxshsh,No Classification,SN Ia,0.366,0.194,0.242,0.198,SNIa,0.292,0.242,0.208,0.258,No Redshift
382,False,ZTF21aagtqos,Object Not Found,SN II,0.202,0.404,0.191,0.203,SNIbc,0.258,0.284,0.31,0.148,No Redshift
383,False,ZTF21aadytai,No Classification,SN Ia,0.385,0.147,0.188,0.28,SNIa,0.398,0.176,0.262,0.164,0.1086
384,False,ZTF21aantlff,No Classification,SN Ib/c,0.269,0.192,0.401,0.138,SNIbc,0.346,0.168,0.358,0.128,No Redshift
385,False,ZTF21aaxvnwd,No Classification,SN Ib/c,0.329,0.158,0.388,0.125,SNIa,0.382,0.184,0.314,0.12,No Redshift
386,False,ZTF21aaqzdjg,Object Not Found,SN II,0.167,0.478,0.193,0.162,SNII,0.198,0.282,0.246,0.274,No Redshift
387,False,ZTF21aaqpyfm,No Classification,SN II,0.125,0.557,0.14,0.178,SNII,0.176,0.378,0.166,0.28,0.0365
388,False,ZTF21aarkcen,No Classification,SN Ia,0.375,0.216,0.258,0.151,SNIa,0.348,0.206,0.226,0.22,No Redshift
389,False,ZTF18aakbuks,No Classification,SN Ia,0.375,0.212,0.341,0.072,SNIbc,0.328,0.196,0.366,0.11,0.072774
390,False,ZTF21aahiozd,Object Not Found,SN Ib/c,0.304,0.213,0.331,0.152,SNIa,0.364,0.19,0.28,0.166,No Redshift
391,False,ZTF21aabvkkk,No Classification,SN II,0.249,0.266,0.256,0.229,SNIa,0.418,0.168,0.308,0.106,No Redshift
392,False,ZTF21aagtqkw,No Classification,SN Ib/c,0.14,0.354,0.413,0.093,SNIbc,0.29,0.218,0.378,0.114,No Redshift
393,False,ZTF21aafcwnj,No Classification,SN Ia,0.5,0.116,0.301,0.083,SNIa,0.422,0.126,0.362,0.09,No Redshift
394,False,ZTF19aaeermh,Object Not Found,SLSN,0.268,0.242,0.199,0.291,SNIbc,0.26,0.262,0.268,0.21,No Redshift
